id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
3399848086996764,xFTvitmb2,1616775147,SFC-lovsin,大映，大锦，大冰，大水，大金，老陈，大燕，陈伯，大杏，大玥，大铭，大婵，大古，大颖，大静，大少，大东……,,,,,0,0,0,2012-01-09 08:53,三星android智能手机,,,
