id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
3402782444771321,y1anOk1eN,2168085197,小屯公社,气愤！询问怎么举报经济适用房转租？|楼上阀门坏了发大水，都发到我家了。多亏今天小年，一直收拾屋子，就听见厨房有滴水的声音。跑上去敲门，我说您家发水了。那男的说，我知道，这不收拾着呢。我说，都发到我家了O网页链接,,,,,0,5,0,2012-01-17 11:13,未通过审核应用,,,
3402780998332395,y1altyXDt,1816266954,Loly崔先森,今天老是心神不宁的，总觉得有事要发生，形容不了这样的感觉，缺乏安全感的人都是这样的吗？@动感单车1@大水咚咚@hf我们之间,,,"动感单车1,大水咚咚,hf我们之间",,0,2,0,2012-01-17 11:07,iPhone客户端,,,
