id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
3403291079428822,y1nCbDyRM,1757952631,四毛不是萨摩耶,@黄芃文估计这周吃吃没戏了，@牛牛家的陈幸福去HK血拼了，@大水0565弟弟20日回来了，我这忙乎的脚丫子要朝天了，咱要不春节期间聚会吧，或是春节过后[呵呵]你说呢@may凡凡,,,"黄芃文,牛牛家的陈幸福,大水0565,may凡凡",,0,4,0,2012-01-18 20:54,微博 weibo.com,,,
3403284908799232,y1nseAV56,1717016717,Lin_大靜Belinda,大水之年的发色要红喔。我四月带火的就偏点小红就好。,,,,,1,5,0,2012-01-18 20:30,S60客户端,['https://ww1.sinaimg.cn/large/6657988djw1dp6uzf8r8uj.jpg'],,
