id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
3402699644626838,y18egjpEq,2174504194,林冬虹,米兰大教堂，壮观！很壮观！惊叹于其建筑的宏大，不惧岁月，经久不衰•••想起一句大水冲破龙王庙，选择比什么都重要！选才比什么都重要。,,,,,1,0,0,2012-01-17 05:44,iPad客户端,['https://ww3.sinaimg.cn/large/819c4d02jw1dp4zrmg41zj.jpg'],,
