id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
3407166297897948,y30qxx8Cg,2116791777,邓兵老师,【龙的歇后语】⒈八月十五看龙灯——迟了大半年;⒉唱戏的穿龙袍——成不了皇帝;⒊大水冲了龙王庙——一家人不认识一家人;⒋河里划龙船——同心协力;⒌蛟龙头上搔痒——溜须不要命;⒍鲤鱼跳龙门——身价百倍;⒎两个人舞龙——有头有尾;⒏龙头不拉拉马尾——用力不对路;⒐麻布袋做龙袍——不是这块料。,,,,,4,1,0,2012-01-29 13:33,微博 weibo.com,['https://ww3.sinaimg.cn/large/7e2bade1gw1dpj8r5zp02j.jpg'],,
